UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	Docname	Code	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block
SCARF1:Q14162:OID20297:v1	Scavenger receptor class F member 1	OID20297	Q14162	SCARF1	Cardiometabolic	B04413	Q14162	SCARF1	SCARF1_Q14162_OID20297_v1_Cardiometabolic.tar	syn51468596	ENSG00000074660	17	1633858	1645744	-1	0.111111111	C
SCARF2:Q96GP6:OID21048:v1	Scavenger receptor class F member 2	OID21048	Q96GP6	SCARF2	Neurology	B04414	Q96GP6	SCARF2	SCARF2_Q96GP6_OID21048_v1_Neurology.tar	syn51470606	ENSG00000244486	22	20424584	20437826	-1	01:10	C
SCG2:P13521:OID21400:v1	Secretogranin-2	OID21400	P13521	SCG2	Oncology	B04412	P13521	SCG2	SCG2_P13521_OID21400_v1_Oncology.tar	syn51470963	ENSG00000171951	2	223596940	223602361	-1	01:01	C
SCG3:Q8WXD2:OID20728:v1	Secretogranin-3	OID20728	Q8WXD2	SCG3	Inflammation	B04411	Q8WXD2	SCG3	SCG3_Q8WXD2_OID20728_v1_Inflammation.tar	syn51469879	ENSG00000104112	15	51681492	51721026	1	01:10	D
SCGB1A1:P11684:OID20688:v1	Uteroglobin	OID20688	P11684	SCGB1A1	Inflammation	B04411	P11684	SCGB1A1	SCGB1A1_P11684_OID20688_v1_Inflammation.tar	syn51471148	ENSG00000149021	11	62405103	62423195	1	01:10	D
SCGB3A2:Q96PL1:OID20723:v1	Secretoglobin family 3A member 2	OID20723	Q96PL1	SCGB3A2	Inflammation	B04411	Q96PL1	SCGB3A2	SCGB3A2_Q96PL1_OID20723_v1_Inflammation.tar	syn51470733	ENSG00000164265	5	147870682	147882191	1	01:10	D
SCGN:O76038:OID20457:v1	Secretagogin	OID20457	O76038	SCGN	Inflammation	B04411	O76038	SCGN	SCGN_O76038_OID20457_v1_Inflammation.tar	syn51468869	ENSG00000079689	6	25652201	25701783	1	01:01	A
SCLY:Q96I15:OID21425:v1	Selenocysteine lyase	OID21425	Q96I15	SCLY	Oncology	B04412	Q96I15	SCLY	SCLY_Q96I15_OID21425_v1_Oncology.tar	syn51468533	ENSG00000132330	2	238060924	238099413	1	01:01	C
SCP2:P22307:OID21161:v1	Non-specific lipid-transfer protein	OID21161	P22307	SCP2	Oncology	B04412	P22307	SCP2	SCP2_P22307_OID21161_v1_Oncology.tar	syn51471450	ENSG00000116171	1	52927276	53051698	1	01:01	A
SCRN1:Q12765:OID20542:v1	Secernin-1	OID20542	Q12765	SCRN1	Inflammation	B04411	Q12765	SCRN1	SCRN1_Q12765_OID20542_v1_Inflammation.tar	syn51469566	ENSG00000136193	7	29920104	29990289	-1	01:01	B
SDC1:P18827:OID20169:v1	Syndecan-1	OID20169	P18827	SDC1	Cardiometabolic	B04413	P18827	SDC1	SDC1_P18827_OID20169_v1_Cardiometabolic.tar	syn51469318	ENSG00000115884	2	20200797	20225433	-1	01:10	B
SDC4:P31431:OID20216:v1	Syndecan-4	OID20216	P31431	SDC4	Cardiometabolic	B04413	P31431	SDC4	SDC4_P31431_OID20216_v1_Cardiometabolic.tar	syn51468428	ENSG00000124145	20	45325288	45348424	-1	01:10	B
SELE:P16581:OID20290:v1	E-selectin	OID20290	P16581	SELE	Cardiometabolic	B04413	P16581	SELE	SELE_P16581_OID20290_v1_Cardiometabolic.tar	syn51469529	ENSG00000007908	1	169722640	169764705	-1	0.111111111	C
SELP:P16109:OID20379:v1	P-selectin	OID20379	P16109	SELP	Cardiometabolic	B04413	P16109	SELP	SELP_P16109_OID20379_v1_Cardiometabolic.tar	syn51469997	ENSG00000174175	1	169588849	169630193	-1	0.736111111	D
SELPLG:Q14242:OID20560:v1	P-selectin glycoprotein ligand 1	OID20560	Q14242	SELPLG	Inflammation	B04411	Q14242	SELPLG	SELPLG_Q14242_OID20560_v1_Inflammation.tar	syn51470994	ENSG00000110876	12	108621895	108633894	-1	01:01	B
SEMA3F:Q13275:OID20186:v1	Semaphorin-3F	OID20186	Q13275	SEMA3F	Cardiometabolic	B04413	Q13275	SEMA3F	SEMA3F_Q13275_OID20186_v1_Cardiometabolic.tar	syn51468707	ENSG00000001617	3	50155045	50189075	1	01:10	B
SEMA4C:Q9C0C4:OID21329:v1	Semaphorin-4C	OID21329	Q9C0C4	SEMA4C	Oncology	B04412	Q9C0C4	SEMA4C	SEMA4C_Q9C0C4_OID21329_v1_Oncology.tar	syn51469050	ENSG00000168758	2	96859718	96870757	-1	01:01	B
SEMA4D:Q92854:OID21020:v1	Semaphorin-4D	OID21020	Q92854	SEMA4D	Neurology	B04414	Q92854	SEMA4D	SEMA4D_Q92854_OID21020_v1_Neurology.tar	syn51470208	ENSG00000187764	9	89360787	89498130	-1	01:10	C
SEMA7A:O75326:OID20283:v1	Semaphorin-7A	OID20283	O75326	SEMA7A	Cardiometabolic	B04413	O75326	SEMA7A	SEMA7A_O75326_OID20283_v1_Cardiometabolic.tar	syn51468600	ENSG00000138623	15	74409289	74433958	-1	0.111111111	C
SEPTIN9:Q9UHD8:OID21279:v1	Septin-9	OID21279	Q9UHD8	SEPTIN9	Oncology	B04412	Q9UHD8	SEPTIN9	SEPTIN9_Q9UHD8_OID21279_v1_Oncology.tar	syn51469679	ENSG00000184640	17	77280569	77500596	1	01:01	B
SERPINA11:Q86U17:OID20281:v1	Serpin A11	OID20281	Q86U17	SERPINA11	Cardiometabolic	B04413	Q86U17	SERPINA11	SERPINA11_Q86U17_OID20281_v1_Cardiometabolic.tar	syn51470110	ENSG00000186910	14	94442464	94452800	-1	0.111111111	C
SERPINA12:Q8IW75:OID20219:v1	Serpin A12	OID20219	Q8IW75	SERPINA12	Cardiometabolic	B04413	Q8IW75	SERPINA12	SERPINA12_Q8IW75_OID20219_v1_Cardiometabolic.tar	syn51469915	ENSG00000165953	14	94487274	94517844	-1	01:10	B
SERPINA9:Q86WD7:OID21284:v1	Serpin A9	OID21284	Q86WD7	SERPINA9	Oncology	B04412	Q86WD7	SERPINA9	SERPINA9_Q86WD7_OID21284_v1_Oncology.tar	syn51469661	ENSG00000170054	14	94462717	94479689	-1	01:01	B
SERPINB1:P30740:OID21088:v1	Leukocyte elastase inhibitor	OID21088	P30740	SERPINB1	Neurology	B04414	P30740	SERPINB1	SERPINB1_P30740_OID21088_v1_Neurology.tar	syn51468807	ENSG00000021355	6	2832332	2841959	-1	0.111111111	D
SERPINB5:P36952:OID20064:v1	Serpin B5	OID20064	P36952	SERPINB5	Cardiometabolic	B04413	P36952	SERPINB5	SERPINB5_P36952_OID20064_v1_Cardiometabolic.tar	syn51470999	ENSG00000206075	18	63476958	63505085	1	01:01	A
SERPINB6:P35237:OID21023:v1	Serpin B6	OID21023	P35237	SERPINB6	Neurology	B04414	P35237	SERPINB6	SERPINB6_P35237_OID21023_v1_Neurology.tar	syn51468764	ENSG00000124570	6	2948159	2972165	-1	01:10	C
SERPINB8:P50452:OID20630:v1	Serpin B8	OID20630	P50452	SERPINB8	Inflammation	B04411	P50452	SERPINB8	SERPINB8_P50452_OID20630_v1_Inflammation.tar	syn51469448	ENSG00000166401	18	63970029	64019779	1	01:01	C
SERPINB9:P50453:OID20932:v1	Serpin B9	OID20932	P50453	SERPINB9	Neurology	B04414	P50453	SERPINB9	SERPINB9_P50453_OID20932_v1_Neurology.tar	syn51470981	ENSG00000170542	6	2887270	2903309	-1	01:01	B
SERPINE1:P05121:OID20342:v1	Plasminogen activator inhibitor 1	OID20342	P05121	SERPINE1	Cardiometabolic	B04413	P05121	SERPINE1	SERPINE1_P05121_OID20342_v1_Cardiometabolic.tar	syn51469133	ENSG00000106366	7	101127104	101139247	1	0.111111111	C
SESTD1:Q86VW0:OID20790:v1	SEC14 domain and spectrin repeat-containing protein 1	OID20790	Q86VW0	SESTD1	Neurology	B04414	Q86VW0	SESTD1	SESTD1_Q86VW0_OID20790_v1_Neurology.tar	syn51469015	ENSG00000187231	2	179101678	179264832	-1	01:01	A
SETMAR:Q53H47:OID20948:v1	Histone-lysine N-methyltransferase SETMAR	OID20948	Q53H47	SETMAR	Neurology	B04414	Q53H47	SETMAR	SETMAR_Q53H47_OID20948_v1_Neurology.tar	syn51470388	ENSG00000170364	3	4303332	4317265	1	01:01	B
SEZ6L:Q9BYH1:OID21488:v1	Seizure 6-like protein	OID21488	Q9BYH1	SEZ6L	Oncology	B04412	Q9BYH1	SEZ6L	SEZ6L_Q9BYH1_OID21488_v1_Oncology.tar	syn51469136	ENSG00000100095	22	26169462	26383597	1	01:10	D
SEZ6L2:Q6UXD5:OID21289:v1	Seizure 6-like protein 2	OID21289	Q6UXD5	SEZ6L2	Oncology	B04412	Q6UXD5	SEZ6L2	SEZ6L2_Q6UXD5_OID21289_v1_Oncology.tar	syn51471361	ENSG00000174938	16	29871159	29899550	-1	01:01	B
SF3B4:Q15427:OID21278:v1	Splicing factor 3B subunit 4	OID21278	Q15427	SF3B4	Oncology	B04412	Q15427	SF3B4	SF3B4_Q15427_OID21278_v1_Oncology.tar	syn51469478	ENSG00000143368	1	149923317	149927803	-1	01:01	B
SFRP1:Q8N474:OID20984:v1	Secreted frizzled-related protein 1	OID20984	Q8N474	SFRP1	Neurology	B04414	Q8N474	SFRP1	SFRP1_Q8N474_OID20984_v1_Neurology.tar	syn51471220	ENSG00000104332	8	41261962	41309473	-1	01:01	B
SFTPA1:Q8IWL2:OID21165:v1	Pulmonary surfactant-associated protein A1	OID21165	Q8IWL2	SFTPA1	Oncology	B04412	Q8IWL2	SFTPA1	SFTPA1_Q8IWL2_OID21165_v1_Oncology.tar	syn51470306	ENSG00000122852	10	79610939	79615455	1	01:01	A
SFTPA2:Q8IWL1:OID21218:v1	Pulmonary surfactant-associated protein A2	OID21218	Q8IWL1	SFTPA2	Oncology	B04412	Q8IWL1	SFTPA2	SFTPA2_Q8IWL1_OID21218_v1_Oncology.tar	syn51469959	ENSG00000185303	10	79555852	79560407	-1	01:01	A
SFTPD:P35247:OID20214:v1	Pulmonary surfactant-associated protein D	OID20214	P35247	SFTPD	Cardiometabolic	B04413	P35247	SFTPD	SFTPD_P35247_OID20214_v1_Cardiometabolic.tar	syn51469425	ENSG00000133661	10	79937467	79982614	-1	01:10	B
SH2B3:Q9UQQ2:OID21222:v1	SH2B adapter protein 3	OID21222	Q9UQQ2	SH2B3	Oncology	B04412	Q9UQQ2	SH2B3	SH2B3_Q9UQQ2_OID21222_v1_Oncology.tar	syn51470224	ENSG00000111252	12	111405923	111451623	1	01:01	A
SH2D1A:O60880:OID20514:v1	SH2 domain-containing protein 1A	OID20514	O60880	SH2D1A	Inflammation	B04411	O60880	SH2D1A	SH2D1A_O60880_OID20514_v1_Inflammation.tar	syn51468461	ENSG00000183918	X	124227868	124373197	1	01:01	B
SHMT1:P34896:OID20714:v1	"Serine hydroxymethyltransferase, cytosolic "	OID20714	P34896	SHMT1	Inflammation	B04411	P34896	SHMT1	SHMT1_P34896_OID20714_v1_Inflammation.tar	syn51471458	ENSG00000176974	17	18327860	18363563	-1	01:10	D
SIAE:Q9HAT2:OID21503:v1	Sialate O-acetylesterase	OID21503	Q9HAT2	SIAE	Oncology	B04412	Q9HAT2	SIAE	SIAE_Q9HAT2_OID21503_v1_Oncology.tar	syn51469091	ENSG00000110013	11	124633113	124695707	-1	01:10	D
SIGLEC1:Q9BZZ2:OID20690:v1	Sialoadhesin	OID20690	Q9BZZ2	SIGLEC1	Inflammation	B04411	Q9BZZ2	SIGLEC1	SIGLEC1_Q9BZZ2_OID20690_v1_Inflammation.tar	syn51471379	ENSG00000088827	20	3686970	3712600	-1	01:10	D
SIGLEC10:Q96LC7:OID20537:v1	Sialic acid-binding Ig-like lectin 10	OID20537	Q96LC7	SIGLEC10	Inflammation	B04411	Q96LC7	SIGLEC10	SIGLEC10_Q96LC7_OID20537_v1_Inflammation.tar	syn51470270	ENSG00000142512	19	51410020	51417803	-1	01:01	B
SIGLEC15:Q6ZMC9:OID20812:v1	Sialic acid-binding Ig-like lectin 15	OID20812	Q6ZMC9	SIGLEC15	Neurology	B04414	Q6ZMC9	SIGLEC15	SIGLEC15_Q6ZMC9_OID20812_v1_Neurology.tar	syn51468883	ENSG00000197046	18	45825675	45844094	1	01:01	A
SIGLEC5:O15389:OID21082:v1	Sialic acid-binding Ig-like lectin 5	OID21082	O15389	SIGLEC5	Neurology	B04414	O15389	SIGLEC5	SIGLEC5_O15389_OID21082_v1_Neurology.tar	syn51468635	ENSG00000105501	19	51611927	51645545	-1	0.111111111	D
SIGLEC6:O43699:OID21394:v1	Sialic acid-binding Ig-like lectin 6	OID21394	O43699	SIGLEC6	Oncology	B04412	O43699	SIGLEC6	SIGLEC6_O43699_OID21394_v1_Oncology.tar	syn51470986	ENSG00000105492	19	51517819	51531856	-1	01:01	C
SIGLEC7:Q9Y286:OID20190:v1	Sialic acid-binding Ig-like lectin 7	OID20190	Q9Y286	SIGLEC7	Cardiometabolic	B04413	Q9Y286	SIGLEC7	SIGLEC7_Q9Y286_OID20190_v1_Cardiometabolic.tar	syn51468627	ENSG00000168995	19	51142299	51153526	1	01:10	B
SIGLEC9:Q9Y336:OID21390:v1	Sialic acid-binding Ig-like lectin 9	OID21390	Q9Y336	SIGLEC9	Oncology	B04412	Q9Y336	SIGLEC9	SIGLEC9_Q9Y336_OID21390_v1_Oncology.tar	syn51470763	ENSG00000129450	19	51124906	51136651	1	01:01	C
SIRPA:P78324:OID20304:v1	Tyrosine-protein phosphatase non-receptor type substrate 1	OID20304	P78324	SIRPA	Cardiometabolic	B04413	P78324	SIRPA	SIRPA_P78324_OID20304_v1_Cardiometabolic.tar	syn51469925	ENSG00000198053	20	1894167	1940592	1	0.111111111	C
SIRPB1:O00241:OID20739:v1	Signal-regulatory protein beta-1	OID20739	O00241	SIRPB1	Inflammation	B04411	O00241	SIRPB1	SIRPB1_O00241_OID20739_v1_Inflammation.tar	syn51469893	ENSG00000101307	20	1561385	1620061	-1	01:10	D
SIRT2:Q8IXJ6:OID21375:v1	NAD-dependent protein deacetylase sirtuin-2	OID21375	Q8IXJ6	SIRT2	Oncology	B04412	Q8IXJ6	SIRT2	SIRT2_Q8IXJ6_OID21375_v1_Oncology.tar	syn51470902	ENSG00000068903	19	38878555	38899862	-1	01:01	B
SIRT5:Q9NXA8:OID20820:v1	"NAD-dependent protein deacylase sirtuin-5, mitochondrial "	OID20820	Q9NXA8	SIRT5	Neurology	B04414	Q9NXA8	SIRT5	SIRT5_Q9NXA8_OID20820_v1_Neurology.tar	syn51470450	ENSG00000124523	6	13574227	13615158	1	01:01	A
SIT1:Q9Y3P8:OID20462:v1	Signaling threshold-regulating transmembrane adapter 1	OID20462	Q9Y3P8	SIT1	Inflammation	B04411	Q9Y3P8	SIT1	SIT1_Q9Y3P8_OID20462_v1_Inflammation.tar	syn51471147	ENSG00000137078	9	35649295	35650931	-1	01:01	A
SKAP1:Q86WV1:OID20906:v1	Src kinase-associated phosphoprotein 1	OID20906	Q86WV1	SKAP1	Neurology	B04414	Q86WV1	SKAP1	SKAP1_Q86WV1_OID20906_v1_Neurology.tar	syn51468511	ENSG00000141293	17	48133442	48430275	-1	01:01	B
SKAP2:O75563:OID20761:v1	Src kinase-associated phosphoprotein 2	OID20761	O75563	SKAP2	Inflammation	B04411	O75563	SKAP2	SKAP2_O75563_OID20761_v1_Inflammation.tar	syn51469007	ENSG00000005020	7	26667068	26995239	-1	01:10	D
SLAMF1:Q13291:OID20496:v1	Signaling lymphocytic activation molecule	OID20496	Q13291	SLAMF1	Inflammation	B04411	Q13291	SLAMF1	SLAMF1_Q13291_OID20496_v1_Inflammation.tar	syn51469725	ENSG00000117090	1	160608106	160647044	-1	01:01	A
SLAMF6:Q96DU3:OID21254:v1	SLAM family member 6	OID21254	Q96DU3	SLAMF6	Oncology	B04412	Q96DU3	SLAMF6	SLAMF6_Q96DU3_OID21254_v1_Oncology.tar	syn51468435	ENSG00000162739	1	160485030	160523262	-1	01:01	A
SLAMF7:Q9NQ25:OID20602:v1	SLAM family member 7	OID20602	Q9NQ25	SLAMF7	Inflammation	B04411	Q9NQ25	SLAMF7	SLAMF7_Q9NQ25_OID20602_v1_Inflammation.tar	syn51470455	ENSG00000026751	1	160739057	160754821	1	01:01	B
SLAMF8:Q9P0V8:OID21214:v1	SLAM family member 8	OID21214	Q9P0V8	SLAMF8	Oncology	B04412	Q9P0V8	SLAMF8	SLAMF8_Q9P0V8_OID21214_v1_Oncology.tar	syn51470938	ENSG00000158714	1	159826811	159837492	1	01:01	A
SLC16A1:P53985:OID20799:v1	Monocarboxylate transporter 1	OID20799	P53985	SLC16A1	Neurology	B04414	P53985	SLC16A1	SLC16A1_P53985_OID20799_v1_Neurology.tar	syn51470262	ENSG00000155380	1	112911847	112957593	-1	01:01	A
SLC27A4:Q6P1M0:OID20814:v1	Long-chain fatty acid transport protein 4	OID20814	Q6P1M0	SLC27A4	Neurology	B04414	Q6P1M0	SLC27A4	SLC27A4_Q6P1M0_OID20814_v1_Neurology.tar	syn51468866	ENSG00000167114	9	128340527	128361470	1	01:01	A
SLC39A14:Q15043:OID20852:v1	Zinc transporter ZIP14	OID20852	Q15043	SLC39A14	Neurology	B04414	Q15043	SLC39A14	SLC39A14_Q15043_OID20852_v1_Neurology.tar	syn51471466	ENSG00000104635	8	22367278	22434129	1	01:01	A
SLC39A5:Q6ZMH5:OID20539:v1	Zinc transporter ZIP5	OID20539	Q6ZMH5	SLC39A5	Inflammation	B04411	Q6ZMH5	SLC39A5	SLC39A5_Q6ZMH5_OID20539_v1_Inflammation.tar	syn51469117	ENSG00000139540	12	56230049	56237846	1	01:01	B
SLIT2:O94813:OID20862:v1	Slit homolog 2 protein	OID20862	O94813	SLIT2	Neurology	B04414	O94813	SLIT2	SLIT2_O94813_OID20862_v1_Neurology.tar	syn51469437	ENSG00000145147	4	20251905	20620561	1	01:01	A
SLITRK2:Q9H156:OID21409:v1	SLIT and NTRK-like protein 2	OID21409	Q9H156	SLITRK2	Oncology	B04412	Q9H156	SLITRK2	SLITRK2_Q9H156_OID21409_v1_Oncology.tar	syn51468739	ENSG00000185985	X	145817829	145829856	1	01:01	C
SLITRK6:Q9H5Y7:OID20094:v1	SLIT and NTRK-like protein 6	OID20094	Q9H5Y7	SLITRK6	Cardiometabolic	B04413	Q9H5Y7	SLITRK6	SLITRK6_Q9H5Y7_OID20094_v1_Cardiometabolic.tar	syn51471157	ENSG00000184564	13	85792790	85806683	-1	01:01	A
SMAD1:Q15797:OID21180:v1	Mothers against decapentaplegic homolog 1	OID21180	Q15797	SMAD1	Oncology	B04412	Q15797	SMAD1	SMAD1_Q15797_OID21180_v1_Oncology.tar	syn51468695	ENSG00000170365	4	145481194	145559176	1	01:01	A
SMAD5:Q99717:OID21353:v1	Mothers against decapentaplegic homolog 5	OID21353	Q99717	SMAD5	Oncology	B04412	Q99717	SMAD5	SMAD5_Q99717_OID21353_v1_Oncology.tar	syn51468561	ENSG00000113658	5	136132845	136188747	1	01:01	B
SMARCA2:P51531:OID20796:v1	Probable global transcription activator SNF2L2	OID20796	P51531	SMARCA2	Neurology	B04414	P51531	SMARCA2	SMARCA2_P51531_OID20796_v1_Neurology.tar	syn51471373	ENSG00000080503	9	1980290	2193624	1	01:01	A
SMOC1:Q9H4F8:OID21461:v1	SPARC-related modular calcium-binding protein 1	OID21461	Q9H4F8	SMOC1	Oncology	B04412	Q9H4F8	SMOC1	SMOC1_Q9H4F8_OID21461_v1_Oncology.tar	syn51468503	ENSG00000198732	14	69854131	70032366	1	01:01	C
SMOC2:Q9H3U7:OID20730:v1	SPARC-related modular calcium-binding protein 2	OID20730	Q9H3U7	SMOC2	Inflammation	B04411	Q9H3U7	SMOC2	SMOC2_Q9H3U7_OID20730_v1_Inflammation.tar	syn51469599	ENSG00000112562	6	168441151	168673445	1	01:10	D
SMPD1:P17405:OID21028:v1	Sphingomyelin phosphodiesterase	OID21028	P17405	SMPD1	Neurology	B04414	P17405	SMPD1	SMPD1_P17405_OID21028_v1_Neurology.tar	syn51469677	ENSG00000166311	11	6390440	6394998	1	01:10	C
SMPDL3A:Q92484:OID20676:v1	Acid sphingomyelinase-like phosphodiesterase 3a	OID20676	Q92484	SMPDL3A	Inflammation	B04411	Q92484	SMPDL3A	SMPDL3A_Q92484_OID20676_v1_Inflammation.tar	syn51468803	ENSG00000172594	6	122789049	122809720	1	01:10	D
SNAP23:O00161:OID20218:v1	Synaptosomal-associated protein 23	OID20218	O00161	SNAP23	Cardiometabolic	B04413	O00161	SNAP23	SNAP23_O00161_OID20218_v1_Cardiometabolic.tar	syn51471307	ENSG00000092531	15	42491233	42545356	1	01:10	B
SNAP29:O95721:OID21506:v1	Synaptosomal-associated protein 29	OID21506	O95721	SNAP29	Oncology	B04412	O95721	SNAP29	SNAP29_O95721_OID21506_v1_Oncology.tar	syn51469700	ENSG00000099940	22	20859007	20891214	1	01:10	D
SNCG:O76070:OID20971:v1	Gamma-synuclein	OID20971	O76070	SNCG	Neurology	B04414	O76070	SNCG	SNCG_O76070_OID20971_v1_Neurology.tar	syn51468686	ENSG00000173267	10	86958599	86963258	1	01:01	B
SNX9:Q9Y5X1:OID20135:v1	Sorting nexin-9	OID20135	Q9Y5X1	SNX9	Cardiometabolic	B04413	Q9Y5X1	SNX9	SNX9_Q9Y5X1_OID20135_v1_Cardiometabolic.tar	syn51471328	ENSG00000130340	6	157700387	157945077	1	01:10	B
SOD1:P00441:OID20386:v1	Superoxide dismutase [Cu-Zn]	OID20386	P00441	SOD1	Cardiometabolic	B04413	P00441	SOD1	SOD1_P00441_OID20386_v1_Cardiometabolic.tar	syn51468704	ENSG00000142168	21	31659666	31668931	1	0.736111111	D
SOD2:P04179:OID21114:v1	"Superoxide dismutase [Mn], mitochondrial "	OID21114	P04179	SOD2	Neurology	B04414	P04179	SOD2	SOD2_P04179_OID21114_v1_Neurology.tar	syn51469543	ENSG00000112096	6	159669069	159762529	-1	0.111111111	D
SORCS2:Q96PQ0:OID21262:v1	VPS10 domain-containing receptor SorCS2 [Cleaved into: SorCS2 122 kDa chain; SorCS2 104 kDa chain; SorCS2 18 kDa chain]	OID21262	Q96PQ0	SORCS2	Oncology	B04412	Q96PQ0	SORCS2	SORCS2_Q96PQ0_OID21262_v1_Oncology.tar	syn51469523	ENSG00000184985	4	7192538	7742836	1	01:01	A
SORD:Q00796:OID21453:v1	Sorbitol dehydrogenase	OID21453	Q00796	SORD	Oncology	B04412	Q00796	SORD	SORD_Q00796_OID21453_v1_Oncology.tar	syn51468570	ENSG00000140263	15	45023147	45077185	1	01:01	C
SORT1:Q99523:OID20213:v1	Sortilin	OID20213	Q99523	SORT1	Cardiometabolic	B04413	Q99523	SORT1	SORT1_Q99523_OID20213_v1_Cardiometabolic.tar	syn51469328	ENSG00000134243	1	109309568	109397918	-1	01:10	B
SOST:Q9BQB4:OID20204:v1	Sclerostin	OID20204	Q9BQB4	SOST	Cardiometabolic	B04413	Q9BQB4	SOST	SOST_Q9BQB4_OID20204_v1_Cardiometabolic.tar	syn51468870	ENSG00000167941	17	43753738	43758791	-1	01:10	B
SPARC:P09486:OID21511:v1	SPARC	OID21511	P09486	SPARC	Oncology	B04412	P09486	SPARC	SPARC_P09486_OID21511_v1_Oncology.tar	syn51470717	ENSG00000113140	5	151661096	151686975	-1	01:10	D
SPARCL1:Q14515:OID20361:v1	SPARC-like protein 1	OID20361	Q14515	SPARCL1	Cardiometabolic	B04413	Q14515	SPARCL1	SPARCL1_Q14515_OID20361_v1_Cardiometabolic.tar	syn51471090	ENSG00000152583	4	87473335	87531061	-1	0.736111111	D
SPINK1:P00995:OID21097:v1	Serine protease inhibitor Kazal-type 1	OID21097	P00995	SPINK1	Neurology	B04414	P00995	SPINK1	SPINK1_P00995_OID21097_v1_Neurology.tar	syn51471218	ENSG00000164266	5	147824572	147831671	-1	0.111111111	D
SPINK4:O60575:OID20509:v1	Serine protease inhibitor Kazal-type 4	OID20509	O60575	SPINK4	Inflammation	B04411	O60575	SPINK4	SPINK4_O60575_OID20509_v1_Inflammation.tar	syn51469964	ENSG00000122711	9	33218365	33248567	1	01:01	B
SPINK5:Q9NQ38:OID21148:v1	Serine protease inhibitor Kazal-type 5	OID21148	Q9NQ38	SPINK5	Neurology	B04414	Q9NQ38	SPINK5	SPINK5_Q9NQ38_OID21148_v1_Neurology.tar	syn51468429	ENSG00000133710	5	148025683	148137382	1	0.111111111	D
SPINK6:Q6UWN8:OID21450:v1	Serine protease inhibitor Kazal-type 6	OID21450	Q6UWN8	SPINK6	Oncology	B04412	Q6UWN8	SPINK6	SPINK6_Q6UWN8_OID21450_v1_Oncology.tar	syn51471239	ENSG00000178172	5	148202794	148215137	1	01:01	C
SPINT1:O43278:OID21109:v1	Kunitz-type protease inhibitor 1	OID21109	O43278	SPINT1	Neurology	B04414	O43278	SPINT1	SPINT1_O43278_OID21109_v1_Neurology.tar	syn51469900	ENSG00000166145	15	40844018	40858207	1	0.111111111	D
SPINT2:O43291:OID20720:v1	Kunitz-type protease inhibitor 2	OID20720	O43291	SPINT2	Inflammation	B04411	O43291	SPINT2	SPINT2_O43291_OID20720_v1_Inflammation.tar	syn51471273	ENSG00000167642	19	38244035	38292615	1	01:10	D
SPOCK1:Q08629:OID20924:v1	Testican-1	OID20924	Q08629	SPOCK1	Neurology	B04414	Q08629	SPOCK1	SPOCK1_Q08629_OID20924_v1_Neurology.tar	syn51471146	ENSG00000152377	5	136975298	137598379	-1	01:01	B
SPON1:Q9HCB6:OID20759:v1	Spondin-1	OID20759	Q9HCB6	SPON1	Inflammation	B04411	Q9HCB6	SPON1	SPON1_Q9HCB6_OID20759_v1_Inflammation.tar	syn51468604	ENSG00000262655	11	13962723	14268133	1	01:10	D
SPON2:Q9BUD6:OID20221:v1	Spondin-2	OID20221	Q9BUD6	SPON2	Cardiometabolic	B04413	Q9BUD6	SPON2	SPON2_Q9BUD6_OID20221_v1_Cardiometabolic.tar	syn51468752	ENSG00000159674	4	1166932	1208962	-1	01:10	B
SPP1:P10451:OID20322:v1	Osteopontin	OID20322	P10451	SPP1	Cardiometabolic	B04413	P10451	SPP1	SPP1_P10451_OID20322_v1_Cardiometabolic.tar	syn51468737	ENSG00000118785	4	87975667	87983532	1	0.111111111	C
SPRY2:O43597:OID20475:v1	Protein sprouty homolog 2	OID20475	O43597	SPRY2	Inflammation	B04411	O43597	SPRY2	SPRY2_O43597_OID20475_v1_Inflammation.tar	syn51469640	ENSG00000136158	13	80335976	80341126	-1	01:01	A
SRC:P12931:OID21521:v1	Proto-oncogene tyrosine-protein kinase Src	OID21521	P12931	SRC	Oncology	B04412	P12931	SRC	SRC_P12931_OID21521_v1_Oncology.tar	syn51469162	ENSG00000197122	20	37344685	37406050	1	01:10	D
SRP14:P37108:OID21324:v1	Signal recognition particle 14 kDa protein	OID21324	P37108	SRP14	Oncology	B04412	P37108	SRP14	SRP14_P37108_OID21324_v1_Oncology.tar	syn51468768	ENSG00000140319	15	40035690	40039181	-1	01:01	B
SRPK2:P78362:OID20502:v1	SRSF protein kinase 2	OID20502	P78362	SRPK2	Inflammation	B04411	P78362	SRPK2	SRPK2_P78362_OID20502_v1_Inflammation.tar	syn51469385	ENSG00000135250	7	105110704	105399308	-1	01:01	B
SSB:P05455:OID20818:v1	Lupus La protein	OID20818	P05455	SSB	Neurology	B04414	P05455	SSB	SSB_P05455_OID20818_v1_Neurology.tar	syn51470374	ENSG00000138385	2	169791933	169812064	1	01:01	A
